,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
5973,2016100334244,2016-08-19 00:00:00,8/13/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,lothing; Cosmetics & Grooming; Personal Electroni,-,-
5974,2016102735307,2016-09-14 00:00:00,8/16/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
5975,2016101234609,2016-08-26 00:00:00,8/17/2016 19:30,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
5976,2016101334649,2016-10-13 00:00:00,8/19/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Incidentals,-,-
5977,2016101734752,2016-08-29 00:00:00,8/19/2016 7:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,ewelry & Watches; Jewelry & Watches; Jewelry &,-,-
5978,2016101434699,2016-09-08 00:00:00,8/22/2016 17:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,-,-
5979,2017011736553,2016-11-17 00:00:00,8/23/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
5980,2016101834836,2016-08-29 00:00:00,8/23/2016 11:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
5981,2016101334653,2016-08-29 00:00:00,8/25/2016 13:30,MIA,Miami International Airport,Property Damage,Checkpoint,Computer & Accessories,-,-
5982,2016102735271,2016-09-26 00:00:00,8/25/2016 14:55,MIA,Miami International Airport,Property Damage,Checkpoint,Computer & Accessories,-,-
5983,2016101834796,2016-08-31 00:00:00,8/26/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
5984,2016102435085,2016-09-19 00:00:00,8/27/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
5985,2016101734718,2016-09-08 00:00:00,8/29/2016 19:25,MIA,Miami International Airport,Property Damage,Checkpoint,Personal Electronics,-,-
5986,2016101434677,2016-09-06 00:00:00,8/31/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
5987,2016102535167,2016-10-25 00:00:00,8/31/2016 20:05,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
5988,2016120235907,2016-10-24 00:00:00,9/5/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
5989,2017012336758,2016-12-15 00:00:00,9/6/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
5990,2016110735570,2016-10-11 00:00:00,9/10/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
5991,2016102435056,2016-10-24 00:00:00,9/14/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
5992,2016110135450,2016-10-03 00:00:00,9/14/2016 0:00,MIA,Miami International Airport,Property Loss,Checked Baggage,Jewelry & Watches,-,-
5993,2016110735565,2016-10-07 00:00:00,9/17/2016 18:30,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
5994,2016110735574,2016-10-11 00:00:00,9/19/2016 23:45,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Food & Drink,-,-
5995,2016110935669,2016-10-17 00:00:00,9/21/2016 10:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
5996,2016102835357,2016-09-27 00:00:00,9/23/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,-
5997,2016110435515,2016-09-27 00:00:00,9/23/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
5998,2016120935960,2016-10-25 00:00:00,9/26/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
5999,2016122036078,2016-10-25 00:00:00,9/27/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checkpoint,Computer & Accessories; Cosmetics & Grooming,-,-
6000,2017010636305,2016-10-28 00:00:00,9/27/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Other,Cosmetics & Grooming; Personal Electronics,-,-
6001,2016110135443,2016-10-04 00:00:00,9/28/2016 19:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Food & Drink,-,-
6002,2016111835807,2016-10-17 00:00:00,9/30/2016 0:00,MIA,Miami International Airport,Property Damage,Checkpoint,Audio/Video,-,-
6003,2016111635762,2016-10-11 00:00:00,10/4/2016 20:20,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
6004,2017012536848,2016-11-23 00:00:00,10/6/2016 20:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
6005,2016121235971,2016-10-18 00:00:00,10/14/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,-
6006,2016112135838,2016-10-20 00:00:00,10/16/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6007,2016122036092,2016-11-02 00:00:00,10/16/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
6008,2016121936058,2016-10-26 00:00:00,10/17/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
6009,2016121636005,2016-10-24 00:00:00,10/18/2016 13:06,MIA,Miami International Airport,Property Damage,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming; Fo,-,-
6010,2016120935965,2016-10-20 00:00:00,10/19/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6011,2016120535913,2016-10-26 00:00:00,10/20/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Audio/Video,-,-
6013,2017011036418,2016-11-10 00:00:00,10/20/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
6014,2016123036178,2016-12-30 00:00:00,10/21/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,-
6015,2016122936167,2016-10-27 00:00:00,10/22/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
6016,2017011036410,2016-11-10 00:00:00,10/23/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Clothing,-,-
6017,2016121936022,2016-11-01 00:00:00,10/23/2016 14:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
6018,2017011036401,2016-11-07 00:00:00,10/24/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6019,2016112235848,2016-11-09 00:00:00,10/25/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
6020,2017012636871,2016-11-30 00:00:00,10/25/2016 19:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Audio/Video,-,-
6021,2017010636310,2016-11-04 00:00:00,10/28/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
6022,2017010436273,2016-10-31 00:00:00,10/30/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Cameras,-,-
6023,2017012636897,2016-11-29 00:00:00,10/31/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
6024,2017013137130,2016-12-19 00:00:00,11/3/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
6025,2017011236497,2016-11-23 00:00:00,11/7/2016 3:25,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6026,2016111135726,2016-11-09 00:00:00,11/8/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
6027,2017011136438,2016-12-12 00:00:00,11/8/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6028,2017011236502,2016-11-22 00:00:00,11/8/2016 4:38,MIA,Miami International Airport,Property Damage,Checkpoint,Clothing,-,-
6029,2017011736605,2016-11-15 00:00:00,11/11/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
6030,2017012436816,2016-11-16 00:00:00,11/11/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
6031,2017011836637,2016-11-15 00:00:00,11/11/2016 15:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6032,2017011836623,2016-11-21 00:00:00,11/12/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Other,-,-
6033,2017012436796,2016-12-01 00:00:00,11/14/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink,-,-
6034,2017012736982,2017-01-27 00:00:00,11/15/2016 14:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Other,-,-
6035,2017012436840,2016-11-23 00:00:00,11/16/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Cameras,-,-
6036,2017013137124,2016-12-15 00:00:00,11/20/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
6037,2017012436802,2016-12-01 00:00:00,11/20/2016 5:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6038,2017020137142,2016-12-22 00:00:00,11/20/2016 5:30,MIA,Miami International Airport,Property Damage,Checked Baggage,ggage/Cases/Purses; Sporting Equipment & Suppli,-,-
6039,2017011936731,2016-11-29 00:00:00,11/20/2016 17:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purse,-,-
6040,2017020137163,2016-12-22 00:00:00,11/22/2016 14:30,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Home Decor,-,-
6041,2017012636907,2016-11-28 00:00:00,11/23/2016 11:15,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Clothing; Medical/Science,-,-
6042,2017012636915,2016-11-28 00:00:00,11/23/2016 15:50,MIA,Miami International Airport,Property Damage,Checked Baggage,Food & Drink,-,-
6043,2017012736976,2016-12-05 00:00:00,11/26/2016 16:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Home Decor,-,-
6044,2017011936740,2016-12-01 00:00:00,11/28/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Cameras,-,-
6045,2017011836650,2016-12-14 00:00:00,11/28/2016 17:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Cases/Purses; Clothing; Cosmetics & Grooming; Fo,-,-
6046,2017012736962,2016-12-03 00:00:00,11/29/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Food & Drink,-,-
6047,2017012736981,2016-12-03 00:00:00,11/29/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
6048,2017020337227,2016-12-27 00:00:00,12/3/2016 11:10,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
6049,2017020237212,2017-02-02 00:00:00,12/5/2016 21:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Clothing; Clothing; Clothing,-,-
6050,2017011236508,2016-12-06 00:00:00,12/6/2016 11:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
6051,2017020837381,2016-12-26 00:00:00,12/10/2016 20:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6052,2017013137120,2016-12-13 00:00:00,12/11/2016 9:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,g; Cosmetics & Grooming; Sporting Equipment & S,-,-
6053,2017011836657,2016-12-14 00:00:00,12/12/2016 8:30,MIA,Miami International Airport,Property Damage,Checked Baggage,Jewelry & Watches,-,-
6054,2017020337281,2017-02-03 00:00:00,12/17/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
6055,2017013037023,2016-12-19 00:00:00,12/18/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
6056,2017020737343,2016-12-28 00:00:00,12/23/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
6057,2017020837366,2017-01-03 00:00:00,12/30/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Accessories,-,-
6058,2016022929214,2016-02-05 00:00:00,1/23/2016 10:15,MIA,Miami International Airport,Property Damage,Checkpoint,Computer & Accessories,562.12,Settle
6059,2016032229965,2016-03-08 00:00:00,1/25/2016 7:46,MIA,Miami International Airport,Property Damage,Checkpoint,Computer & Accessories,304.33,Settle
6060,2016030729381,2016-02-16 00:00:00,2/7/2016 4:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Other,1120,Settle
6061,2016032129930,2016-03-07 00:00:00,2/20/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Sporting Equipment & Supplies,70.05,Settle
6062,2016031529777,2016-02-24 00:00:00,2/24/2016 15:00,MIA,Miami International Airport,Property Damage,Checkpoint,Travel Accessories,301.73,Settle
6063,2016032229946,2016-03-22 00:00:00,3/3/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Household Items,80,Settle
6064,2016052731803,2016-05-18 00:00:00,3/28/2016 0:00,MIA,Miami International Airport,Employee Loss (MPCECA),Other,Cosmetics & Grooming,1724,Settle
6066,2016050931158,2016-04-20 00:00:00,4/8/2016 20:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Other; Sporting Equipment & Supplies,100,Settle
6067,2016050431073,2016-04-18 00:00:00,4/13/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,/Cases/Purses; Cosmetics & Grooming; Jewelry &,145.38,Settle
6068,2016051031208,2016-04-21 00:00:00,4/14/2016 0:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Cameras,296.95,Settle
6069,2016052431682,2016-05-13 00:00:00,4/18/2016 13:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Other; Travel Accessories,20,Settle
6070,2016051031195,2016-04-20 00:00:00,4/18/2016 21:00,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Personal Electronics,934.15,Settle
6071,2016052331642,2016-05-04 00:00:00,4/24/2016 7:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Computer & Accessories,755,Settle
6072,2016051731423,2016-05-04 00:00:00,5/3/2016 16:00,MIA,Miami International Airport,Property Damage,Checkpoint,Travel Accessories,397.4,Settle
6073,2016060732042,2016-05-27 00:00:00,5/11/2016 13:30,MIA,Miami International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,57.5,Settle
6074,2016062332384,2016-06-08 00:00:00,6/5/2016 16:30,MIA,Miami International Airport,Property Damage,Checkpoint,Personal Electronics,129,Settle
6075,2016080832977,2016-07-05 00:00:00,6/28/2016 12:30,MIA,Miami International Airport,Property Damage,Checkpoint,Personal Accessories,192,Settle
6076,2016091433547,2016-09-04 00:00:00,8/16/2016 0:00,MIA,Miami International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,160,Settle
6077,2016102635219,2016-09-21 00:00:00,9/7/2016 19:00,MIA,Miami International Airport,Property Damage,Checkpoint,Food & Drink,50,Settle
6079,2016022529113,2016-02-03 00:00:00,1/5/2016 14:50,MKE,General Mitchell International Airport,Personal Injury,Checkpoint,-,-,-
6080,2016051631370,2016-04-29 00:00:00,4/27/2016 0:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
6081,2016070132511,2016-06-13 00:00:00,5/30/2016 17:48,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Other,-,-
6082,2016082533335,2016-07-17 00:00:00,7/5/2016 0:00,MKE,General Mitchell International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6083,2017010936363,2016-11-16 00:00:00,11/2/2016 0:00,MKE,General Mitchell International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6084,2017020737352,2016-12-28 00:00:00,12/27/2016 0:00,MKE,General Mitchell International Airport,Property Damage,Checked Baggage,Clothing,-,-
6085,2016051031217,2016-04-20 00:00:00,3/28/2016 0:00,MKE,General Mitchell International Airport,Property Damage,Checked Baggage,Hunting & Fishing Items,100,Approve in Full
6086,2016052731833,2016-05-16 00:00:00,4/27/2016 16:20,MKE,General Mitchell International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Food & Drink,220,Approve in Full
6087,2016072832888,2016-06-29 00:00:00,5/18/2016 11:30,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,21.09,Approve in Full
6088,2016021128821,2016-01-20 00:00:00,1/2/2016 16:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checkpoint,Clothing,55.45,-
6089,2016012728596,2016-01-27 00:00:00,1/2/2016 16:30,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Other,8.95,-
6090,2016052331643,2016-05-04 00:00:00,5/2/2016 9:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
6091,2016093034177,2016-08-01 00:00:00,6/28/2016 0:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Other; Personal Electronics,-,-
6092,2016030929512,2016-02-22 00:00:00,2/5/2016 0:00,MKE,General Mitchell International Airport,Property Damage,Checkpoint,Personal Electronics,0,Deny
6093,2016032129895,2016-03-07 00:00:00,2/23/2016 7:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
6094,2016040630429,2016-03-23 00:00:00,3/3/2016 17:23,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
6095,2016050931162,2016-04-13 00:00:00,3/21/2016 0:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checkpoint,Office Equipment & Supplies,0,Deny
6096,2016051931528,2016-05-05 00:00:00,5/2/2016 9:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
6097,2016081533071,2016-06-30 00:00:00,6/5/2016 0:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
6100,2016082633363,2016-07-20 00:00:00,7/8/2016 0:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny
6101,2016090733472,2016-07-21 00:00:00,7/19/2016 0:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
6102,2016092834059,2016-08-10 00:00:00,7/25/2016 5:30,MKE,General Mitchell International Airport,Property Damage,Checked Baggage,Cosmetics & Grooming,-,-
6103,2017013037011,2016-12-07 00:00:00,7/30/2016 5:04,MKE,General Mitchell International Airport,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
6104,2016092133713,2016-09-01 00:00:00,8/2/2016 0:00,MKE,General Mitchell International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6105,2016100434302,2016-08-23 00:00:00,8/14/2016 0:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses,-,-
6106,2016121936037,2016-10-24 00:00:00,10/12/2016 21:00,MKE,General Mitchell International Airport,Property Damage,Checked Baggage,Household Items,-,-
6107,2017011936694,2017-01-19 00:00:00,11/18/2016 0:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
6108,2017013037040,2016-12-19 00:00:00,11/23/2016 0:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
6109,2017012736965,2016-12-03 00:00:00,11/27/2016 0:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
6110,2017021537536,2017-01-04 00:00:00,12/27/2016 6:00,MKE,General Mitchell International Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
6111,2016060331999,2016-05-25 00:00:00,3/24/2016 19:10,MKK,Molokai Airport ,Missed Flight,Checkpoint,Incidentals,0,Deny
6113,2016102835318,2016-09-29 00:00:00,9/4/2016 12:15,MLB,Melbourne International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6115,2016052631775,2016-05-16 00:00:00,5/3/2016 10:15,MLI,Quad City (Moline)International Airport,Property Damage,Checked Baggage,Computer & Accessories,-,-
6117,2016110135447,2016-10-06 00:00:00,6/17/2016 17:30,MLI,Quad City (Moline)International Airport,Missed Flight,Checked Baggage,Incidentals,0,Deny
6119,2016102034930,2016-09-15 00:00:00,9/12/2016 18:00,MLI,Quad City (Moline)International Airport,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches; Personal Accessories,0,Deny
6121,2016082633346,2016-07-15 00:00:00,7/13/2016 15:15,MLI,Quad City (Moline)International Airport,Property Damage,Checkpoint,Personal Accessories,-,-
6122,2016040430277,2016-03-16 00:00:00,2/15/2016 10:30,MLU,Monroe Regional,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,-
6123,2016102635194,2016-09-17 00:00:00,9/15/2016 18:00,MMH,Mammoth Lakes ,Passenger Property Loss,Checked Baggage,Travel Accessories,11.11,Approve in Full
6124,2016110435500,2016-10-07 00:00:00,9/11/2016 18:00,MMH,Mammoth Lakes ,Passenger Property Loss,Checked Baggage,Home Decor,-,-
6125,2016070132503,2016-06-15 00:00:00,5/25/2016 6:30,MOB,Mobile Regional,Property Damage,Checked Baggage,Household Items,0,Deny
6126,2016062832463,2016-06-13 00:00:00,6/3/2016 0:00,MOT,Minot International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Food & Drink,900,Approve in Full
6127,2016092133687,2016-07-21 00:00:00,7/10/2016 6:25,MOT,Minot International,Property Damage,Checked Baggage,Computer & Accessories,-,-
6129,2016042930971,2016-04-29 00:00:00,4/29/2016 0:00,MRY,Monterey Regional Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
6130,2016100334279,2016-08-16 00:00:00,8/2/2016 0:00,MSL,Northwest Alabama Regional Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
6132,2016022929190,2016-02-29 00:00:00,1/6/2016 15:00,MSN,Dane County Regional (Madison),Property Damage,Checked Baggage,Food & Drink,14,Approve in Full
6133,2016031129649,2016-02-25 00:00:00,1/14/2016 17:55,MSN,Dane County Regional (Madison),Property Damage,Checked Baggage,Food & Drink,17.93,Approve in Full
6134,2016061432195,2016-06-02 00:00:00,5/9/2016 17:30,MSN,Dane County Regional (Madison),Property Damage,Checkpoint,Baggage/Cases/Purses,85,Approve in Full
6135,2016081733106,2016-07-07 00:00:00,5/31/2016 14:00,MSN,Dane County Regional (Madison),Passenger Property Loss,Checked Baggage,age/Cases/Purses; Jewelry & Watches; Medical/Sci,0,Deny
6136,2016070632533,2016-06-13 00:00:00,6/12/2016 18:00,MSN,Dane County Regional (Madison),Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny
6137,2016121936020,2016-12-19 00:00:00,8/2/2016 16:54,MSN,Dane County Regional (Madison),Property Damage,Checked Baggage,Audio/Video,-,-
6138,2016110935685,2016-11-09 00:00:00,8/27/2016 23:30,MSN,Dane County Regional (Madison),Property Damage,Checked Baggage,Household Items,-,-
6139,2017012736966,2016-12-08 00:00:00,10/31/2016 0:00,MSN,Dane County Regional (Madison),Property Damage,Checked Baggage,Clothing,-,-
6140,2016030129249,2016-02-08 00:00:00,1/31/2016 5:40,MSO,Missoula International,Passenger Property Loss,Checked Baggage,thing; Computer & Accessories; Cosmetics & Groo,0,Deny
6141,2016102535105,2016-09-15 00:00:00,8/18/2016 0:00,MSO,Missoula International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
6142,2016110435553,2016-09-29 00:00:00,9/15/2016 10:00,MSO,Missoula International,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
6143,2016111035704,2016-10-17 00:00:00,10/9/2016 14:00,MSO,Missoula International,Passenger Property Loss,Checkpoint,Personal Electronics,-,-
6145,2016051331313,2016-04-27 00:00:00,4/10/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6146,2016060832086,2016-05-24 00:00:00,5/17/2016 16:15,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Household Items,-,-
6147,2017011136450,2016-11-30 00:00:00,5/23/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6148,2016040530396,2016-03-22 00:00:00,1/13/2016 4:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Jewelry & Watches,50,Approve in Full
6149,2016040430292,2016-03-16 00:00:00,2/1/2016 14:55,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Household Items,25.48,Approve in Full
6150,2016032229962,2016-03-08 00:00:00,2/8/2016 10:30,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,31.99,Approve in Full
6151,2016042630843,2016-04-07 00:00:00,3/26/2016 15:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies;,57,Approve in Full
6152,2016051631346,2016-04-27 00:00:00,4/18/2016 12:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,-,90,Approve in Full
6153,2016062732405,2016-06-08 00:00:00,5/23/2016 7:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,100,Approve in Full
6154,2016071232604,2016-06-13 00:00:00,5/24/2016 10:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Personal Accessories,218,Approve in Full
6155,2016071232614,2016-06-15 00:00:00,5/30/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Hunting & Fishing Items,106.99,Approve in Full
6156,2016022229014,2016-01-26 00:00:00,1/15/2016 4:50,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Personal Electronics,209.04,-
6159,2016011528351,2016-01-04 00:00:00,1/3/2016 7:02,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories; Computer & Accessories,0,Deny
6160,2016030429364,2016-02-11 00:00:00,1/28/2016 11:35,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
6161,2016030729378,2016-02-10 00:00:00,2/8/2016 12:30,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
6162,2016051731405,2016-05-02 00:00:00,2/20/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches;,0,Deny
6163,2016040430332,2016-03-17 00:00:00,2/21/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Computer & Accessories,0,Deny
6164,2016040530363,2016-03-21 00:00:00,2/29/2016 15:30,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Home Decor,0,Deny
