,Claim Number,Date Received,Incident D,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
3699,2015062223331,2015-06-10,2015-04-30,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,-,0,Deny
3700,2015081724893,2015-06-10,2015-06-04,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
3701,2015062223311,2015-06-11,2015-05-18,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
3702,2015062223318,2015-06-11,2015-05-25,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Other,160.74,Approve in Full
3703,2015061223107,2015-06-12,2015-06-01,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Currency,-,-
3704,2015062223320,2015-06-12,2013-10-20,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,398.17,Settle
3705,2015062223336,2015-06-15,2015-06-03,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Food & Drink,72.49,Settle
3706,2015062623466,2015-06-15,2015-05-20,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
3707,2015062323350,2015-06-16,2015-05-07,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Other,0,Deny
3708,2015062323361,2015-06-16,2014-12-26,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cameras; Computer & Accessories; Jewelry & Watches,1100,Settle
3709,2015062323363,2015-06-16,2015-05-17,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Household Items,180.47,Approve in Full
3710,2015062623460,2015-06-18,2015-05-27,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Personal Electronics,0,Deny
3711,2015063023572,2015-06-24,2015-06-06,JFK,John F. Kennedy International,Personal Injury,Checkpoint,Other; Other; Personal Electronics,-,-
3712,2015070223627,2015-06-25,2015-05-28,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Personal Accessories; Tools & Home Improvement Supplies,0,Deny
3713,2015070223648,2015-06-25,2015-06-15,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Other,0,Deny
3714,2015070223651,2015-06-25,2015-05-30,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Other,0,Deny
3715,2015070223640,2015-06-26,2015-06-23,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
3716,2015062923529,2015-06-29,2015-06-14,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Other,72.19,Approve in Full
3717,2015070623663,2015-06-29,2015-06-15,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Travel Accessories,0,Deny
3718,2015070823713,2015-06-29,2015-05-18,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Computer & Accessories,200.13,Settle
3719,2015071323766,2015-06-29,2015-05-28,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,140,Settle
3720,2015071423803,2015-06-29,2015-05-31,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,565.76,Settle
3721,2015050122254,2015-06-30,2015-03-07,JFK,John F. Kennedy International,Personal Injury,Checked Baggage,-,-,-
3722,2015070823712,2015-06-30,2015-06-19,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing; Clothing,96,Approve in Full
3723,2015071323761,2015-07-01,2015-04-10,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Other,20,Approve in Full
3724,2015071523839,2015-07-02,2015-06-29,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cameras; Cameras,-,-
3725,2015071723946,2015-07-06,2015-07-02,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
3726,2015070623671,2015-07-07,2015-03-06,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3727,2015071723904,2015-07-07,2015-07-04,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Personal Electronics,249,Approve in Full
3728,2015071723953,2015-07-07,2015-06-29,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
3729,2015071623890,2015-07-08,2015-07-03,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
3730,2015071723906,2015-07-08,2015-06-12,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,0,Deny
3731,2015071723912,2015-07-08,2015-06-11,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Personal Electronics,189.99,Approve in Full
3732,2015072023976,2015-07-08,2015-05-31,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Travel Accessories,19.99,Approve in Full
3733,2015072023977,2015-07-08,2015-06-21,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Travel Accessories,19.99,Approve in Full
3734,2015072023992,2015-07-10,2015-07-06,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing; Cosmetics & Grooming; Jewelry & Watches; Jewelry & Watches,0,Deny
3735,2015072024002,2015-07-13,2015-06-18,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3736,2015072024007,2015-07-13,2015-07-07,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Currency,500,Settle
3737,2015071523842,2015-07-14,2015-07-12,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming,0,Deny
3738,2015072124030,2015-07-14,2015-07-02,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Other,108.5,Settle
3739,2015072124039,2015-07-14,2015-06-20,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,150,Settle
3740,2015071523846,2015-07-15,2015-06-20,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Other; Personal Electronics; Personal Electronics,-,-
3741,2015072124072,2015-07-15,2015-07-07,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories; Personal Electronics,0,Deny
3742,2015072324155,2015-07-15,2015-05-27,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
3743,2015071623863,2015-07-16,2015-06-22,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
3744,2015071623869,2015-07-16,2015-07-03,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
3745,2015071623870,2015-07-16,2015-07-01,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3746,2015072224089,2015-07-16,2015-07-14,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,145.2,Approve in Full
3747,2015072023960,2015-07-20,2015-05-21,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,100,Settle
3748,2015072024010,2015-07-20,2015-06-27,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Home Decor; Household Items; Other,-,-
3749,2015080324482,2015-07-20,2015-05-14,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Home Decor,-,-
3750,2015072124055,2015-07-21,2015-03-10,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Other,35,Approve in Full
3751,2015072724236,2015-07-21,2015-07-13,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Other,0,Deny
3752,2015072724252,2015-07-22,2015-06-05,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
3753,2015072724263,2015-07-22,2015-06-25,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
3754,2015072924340,2015-07-22,2015-06-30,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Musical Instruments & Accessories,0,Deny
3755,2015073024343,2015-07-22,2015-07-19,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Personal Electronics; Travel Accessories,407.75,Settle
3756,2015072924342,2015-07-23,2015-07-08,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,150,Settle
3757,2015073024353,2015-07-23,2015-07-21,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,250,Approve in Full
3758,2015073024355,2015-07-23,2015-07-03,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,91.2,Settle
3759,2015073124399,2015-07-23,2015-07-13,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming,300,Settle
3760,2015073124411,2015-07-27,2015-07-14,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Household Items,121.28,Approve in Full
3761,2015073124418,2015-07-27,2015-07-07,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
3762,2015080324479,2015-07-29,2015-06-20,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,0,Deny
3763,2015080324483,2015-07-29,2015-06-30,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
3764,2015080424542,2015-07-29,2015-07-24,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Household Items,0,Deny
3765,2015080424543,2015-07-29,2015-06-16,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,115,Approve in Full
3766,2015080424547,2015-07-29,2015-06-12,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,56.3,Settle
3767,2015080424557,2015-07-30,2015-07-12,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
3768,2015080424558,2015-07-30,2015-07-05,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3769,2015080524575,2015-07-30,2015-07-17,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Musical Instruments & Accessories,50,Settle
3770,2015080624632,2015-07-30,2015-06-25,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Clothing; Medical/Science; Toys & Games",163.5,Settle
3771,2015080524591,2015-07-31,2015-07-30,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,822,Settle
3772,2015080624605,2015-07-31,2015-07-10,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3773,2015080624613,2015-07-31,2015-07-19,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
3774,2015080724705,2015-08-03,2015-07-13,JFK,John F. Kennedy International,Property Damage,Checkpoint,Personal Electronics,300,Settle
3775,2015080424545,2015-08-04,2015-07-27,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Household Items,150,Approve in Full
3776,2015080524568,2015-08-04,2015-07-06,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3777,2015080624665,2015-08-04,2015-08-03,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Food & Drink; Personal Accessories; Personal Electronics,150,Settle
3778,2015080724695,2015-08-05,2015-06-09,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Travel Accessories,21.99,Approve in Full
3779,2015081724932,2015-08-06,2015-07-30,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,1023.29,Settle
3780,2015081024767,2015-08-07,2015-07-28,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3781,2015081024770,2015-08-07,2015-07-28,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,130,Settle
3782,2015081024765,2015-08-10,2015-08-05,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,500,Settle
3783,2015081724894,2015-08-10,2015-08-08,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Food & Drink,0,Deny
3784,2015081424864,2015-08-12,2015-07-09,JFK,John F. Kennedy International,Property Damage,Checkpoint,Clothing,-,-
3785,2015081424879,2015-08-12,2015-07-30,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,100,Approve in Full
3786,2015081324846,2015-08-13,2015-07-09,JFK,John F. Kennedy International,Property Damage,Checkpoint,Clothing,0,Deny
3787,2015081724900,2015-08-14,2015-08-12,JFK,John F. Kennedy International,Property Damage,Checkpoint,Home Decor,20,Approve in Full
3788,2015081824945,2015-08-14,2015-08-10,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Currency,0,Deny
3789,2015081724913,2015-08-17,2015-07-21,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
3790,2015081824942,2015-08-17,2015-07-26,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,125,Approve in Full
3791,2015081824958,2015-08-17,2015-08-06,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Home Decor; Office Equipment & Supplies; Toys & Games,0,Deny
3792,2015082125020,2015-08-17,2015-08-12,JFK,John F. Kennedy International,Personal Injury,Checked Baggage,Medical/Science,-,-
3793,2015082024990,2015-08-20,2015-08-20,JFK,John F. Kennedy International,Property Damage,Checked Baggage,-,-,-
3794,2015082125007,2015-08-20,2015-08-13,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3795,2015082425041,2015-08-20,2015-07-25,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Home Decor,0,Deny
3796,2015082725108,2015-08-21,2015-05-13,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
3797,2015083125191,2015-08-23,2015-08-23,JFK,John F. Kennedy International,Personal Injury,Checkpoint,-,-,-
3798,2015090125209,2015-08-26,2015-08-13,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3799,2015090225250,2015-08-26,2015-08-02,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Home Decor,-,-
3800,2015090925309,2015-08-26,2015-08-13,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny
3801,2015082725103,2015-08-27,2015-07-19,JFK,John F. Kennedy International,Property Damage,Checkpoint,Travel Accessories,215,Settle
3802,2015090225252,2015-08-27,2015-06-23,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
3803,2015090925307,2015-08-28,2015-07-26,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing,59.99,Approve in Full
3804,2015091425327,2015-08-28,2015-03-20,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Home Decor; Home Decor,0,Deny
3805,2015091425334,2015-08-28,2015-08-08,JFK,John F. Kennedy International,Property Damage,Checked Baggage,"Baggage/Cases/Purses; Books, Magazines & Other; Clothing; Cosmetics & Grooming; Personal Electronics",410.94,Settle
3806,2015083125185,2015-08-31,2015-08-20,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Currency,250,Approve in Full
3807,2015091425321,2015-08-31,2015-08-25,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
3808,2015091525377,2015-08-31,2015-07-30,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Household Items,75,Settle
3809,2015092125468,2015-08-31,2015-08-05,JFK,John F. Kennedy International,Property Damage,Checkpoint,Home Decor,200,Settle
3810,2015092125488,2015-08-31,2015-08-01,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Personal Accessories,456.09,Settle
3811,2015090125231,2015-09-01,2015-08-03,JFK,John F. Kennedy International,Property Damage,Checkpoint,Personal Accessories,30,Approve in Full
3812,2015091725404,2015-09-01,2015-08-27,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Medical/Science,0,Deny
3813,2015092125478,2015-09-02,2015-08-22,JFK,John F. Kennedy International,Property Damage,Checkpoint,Baggage/Cases/Purses,500,Settle
3814,2015092425614,2015-09-02,2015-09-01,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Jewelry & Watches; Jewelry & Watches; Personal Accessories; Personal Electronics,0,Deny
3815,2015092425628,2015-09-02,2015-08-30,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing,100,Approve in Full
3816,2015091725405,2015-09-03,2015-08-22,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,-
3817,2015091725422,2015-09-03,2015-09-01,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Currency,0,Deny
3818,2015091825428,2015-09-04,2015-08-01,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Audio/Video; Baggage/Cases/Purses,147.19,Settle
3819,2013102808076,2015-09-08,2013-08-23,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Musical Instruments & Accessories,0,Deny
3820,2015092825692,2015-09-08,2015-08-14,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
3821,2015092125474,2015-09-09,2015-08-21,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3822,2015092325532,2015-09-09,2015-09-06,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
3823,2015092325534,2015-09-09,2015-05-11,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,52.45,Approve in Full
3824,2015092325549,2015-09-09,2015-08-14,JFK,John F. Kennedy International,Complaint,Checked Baggage,Travel Accessories,-,-
3825,2015100125784,2015-09-09,2015-09-05,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
3826,2015092525642,2015-09-11,2015-08-20,JFK,John F. Kennedy International,Property Damage,Checkpoint,Personal Accessories,150,Settle
3827,2015100125781,2015-09-14,2015-08-04,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
3828,2015091525354,2015-09-15,2015-08-17,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny
3829,2015092825688,2015-09-15,2015-08-26,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Cosmetics & Grooming; Currency,183.77,Settle
3830,2015092925729,2015-09-15,2015-07-28,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,180,Settle
3831,2015092925742,2015-09-15,2015-08-23,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3832,2015100125798,2015-09-16,2015-09-14,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
3833,2015100125811,2015-09-16,2015-08-18,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Personal Accessories,0,Deny
3834,2015100525885,2015-09-16,2015-07-18,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Travel Accessories,34.9,Approve in Full
3835,2015100525889,2015-09-16,2015-09-08,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
3836,2015100625910,2015-09-16,2015-08-14,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
3837,2015100725953,2015-09-16,2015-09-08,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
3838,2015100525872,2015-09-17,2015-09-16,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Clothing,0,Deny
3839,2015100125802,2015-09-18,2015-08-29,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses,0,Deny
3840,2015100225821,2015-09-18,2015-09-09,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,60,Approve in Full
3841,2015101626050,2015-09-21,2015-08-21,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
3842,2015101326002,2015-09-22,2015-09-15,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming; Personal Electronics,0,Deny
3843,2015101326010,2015-09-22,2015-07-17,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Approve in Full
3844,2015101626052,2015-09-23,2015-07-16,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
3845,2015100725952,2015-09-24,2015-09-03,JFK,John F. Kennedy International,Property Damage,Checkpoint,Cosmetics & Grooming,80,Approve in Full
3846,2015100725955,2015-09-24,2015-09-22,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
3847,2015100725956,2015-09-24,2015-08-25,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Home Decor,-,-
3848,2015100925975,2015-09-25,2015-08-24,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Clothing,0,Deny
3849,2015100925981,2015-09-25,2015-08-22,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
3850,2015101426029,2015-09-25,2015-08-29,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,99.82,Approve in Full
3851,2015101926064,2015-09-25,2015-09-14,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,28.94,Settle
3852,2015101926095,2015-09-25,2015-09-13,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Home Decor,0,Deny
3853,2015102026111,2015-09-28,2015-09-02,JFK,John F. Kennedy International,Property Damage,Checkpoint,Baggage/Cases/Purses,110,Approve in Full
3854,2015102126157,2015-09-28,2015-07-12,JFK,John F. Kennedy International,Property Damage,Checkpoint,Baggage/Cases/Purses; Cosmetics & Grooming; Personal Electronics,-,-
3855,2015102126165,2015-09-28,2015-09-21,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny
3856,2015102026102,2015-09-29,2015-08-06,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Travel Accessories,10,Approve in Full
3857,2015102026107,2015-09-29,2015-09-23,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
3858,2015102226210,2015-09-30,2015-07-26,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Personal Electronics,300,Approve in Full
3859,2015101926090,2015-09-30,2015-09-26,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,-,-,-
3860,2015102226198,2015-09-30,2015-08-20,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Clothing,0,Deny
3861,2015102226200,2015-10-01,2015-09-22,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
3862,2015102726311,2015-10-02,2015-08-31,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Household Items,-,-
3863,2015102826355,2015-10-03,2015-10-01,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
3864,2015102626283,2015-10-05,2015-09-14,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
3865,2015102626287,2015-10-05,2015-10-01,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",13,Approve in Full
3866,2015102226206,2015-10-07,2015-09-04,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
3867,2015102826329,2015-10-08,2015-08-19,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3868,2015102926375,2015-10-08,2015-10-03,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing,0,Deny
3869,2015102926378,2015-10-08,2015-09-15,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Food & Drink; Travel Accessories,0,Deny
3870,2015102726307,2015-10-09,2015-07-10,JFK,John F. Kennedy International,Property Damage,Checkpoint,Computer & Accessories,300,Settle
3871,2015102726326,2015-10-09,2015-08-11,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
3872,2015103026417,2015-10-13,2015-09-30,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Personal Electronics,300,Settle
3873,2015103026419,2015-10-13,2015-10-03,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Computer & Accessories,300,Settle
3874,2015110226454,2015-10-13,2015-09-20,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Home Decor; Household Items; Medical/Science,110,Approve in Full
3875,2015110326506,2015-10-13,2015-10-04,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Audio/Video; Travel Accessories,-,-
3876,2015110326510,2015-10-13,2015-07-12,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny
3877,2015110926722,2015-10-13,2015-09-19,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Currency,0,Deny
3878,2015110226461,2015-10-15,2015-10-09,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing; Food & Drink,175.51,Settle
3879,2015110226474,2015-10-15,2015-09-09,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
3880,2015110326522,2015-10-15,2015-09-29,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Travel Accessories,10.03,Approve in Full
3881,2015110426547,2015-10-15,2015-09-12,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
3882,2015110426548,2015-10-15,2015-09-29,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
3883,2015110426556,2015-10-16,2015-10-10,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Household Items,19.82,Approve in Full
3884,2015110426562,2015-10-16,2015-10-14,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,0,Deny
3885,2015110526595,2015-10-19,2015-09-19,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
3886,2015110626623,2015-10-20,2015-10-18,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Travel Accessories,60,Settle
3887,2015110626638,2015-10-20,2015-08-12,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,100,Settle
3888,2015110926691,2015-10-22,2015-10-17,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Clothing; Food & Drink,0,Deny
3889,2015102326239,2015-10-23,2015-09-29,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Audio/Video; Cameras; Cameras; Cameras,0,Deny
3890,2015110926753,2015-10-26,2015-10-25,JFK,John F. Kennedy International,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
3891,2015111026779,2015-10-26,2015-10-12,JFK,John F. Kennedy International,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Cosmetics & Grooming,0,Deny
3892,2015111226804,2015-10-26,2015-09-24,JFK,John F. Kennedy International,Property Damage,Checked Baggage,Baggage/Cases/Purses,95,Approve in Full
